municipio_oj,sigla_tribunal,procedimento,ramo_justica,sigla_gr,uf_oj,id_ultimo_oj,nome,mesano_cnm1,mesano_sent,casos_novos_2026,julgados_2026,prim_sent2026,suspensos_2026,dessobrestados_2026,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_ant,julgm2_ant,suspm2_ant,desom2_ant,cumprimento_meta2ant,distm4_a,julgm4_a,suspm4_a,cumprimento_meta4a,distm4_b,julgm4_b,suspm4_b,cumprimento_meta4b
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Mar 2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,NA NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Nov 2025,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Out 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Out 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Out 2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Out 2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Out 2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,Dez 2025,Set 2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,NA,NA,0,0,0,0,0,0,160,160,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,TRE-TO,Conhecimento não criminal,Justiça Eleitoral,G1,TO,16503,17ª ZE - TAGUATINGA/TO,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
